Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S112485130,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S109129891,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: José Marcos; Ambiente: natural; Local: FAL-capetinga.
S114038568,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-06-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: natural; Local: IBGE.
S116123148,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S120034426,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S108867361,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-02-13,,Historical,,1,,,,,,Débora Tonelli  borda de mata  Mackinnon
S108867831,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-03,,Historical,,1,,,,,,Isadora Turella  borda de mata  Mackinnon
S108927884,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora machado; Ambiente: natural; Local: JBB-cerradão
S97762775,soldadinho,Chiroxiphia galeata,15534,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108866685,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-02-13,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108868251,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-08-27,,Historical,,1,,,,,,Roberto C  Mackinnon
S108925755,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-01-07,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; Ambiente: natural; Local: PNB-campo sujo
S108926299,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108927198,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-26,,Historical,,0,,,,,,Lista de Mackinnon: autor: Isadora Machado; ambiente: natural; Local: PNB-mata de galeria
S108970195,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S108850703,soldadinho,Chiroxiphia galeata,15534,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água.
S108969353,patinho,Platyrinchus mystaceus,16002,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S120034387,cabeçudo,Leptopogon amaurocephalus,16070,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S108783422,ferreirinho-relógio,Todirostrum cinereum,16266,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S119526476,ferreirinho-relógio,Todirostrum cinereum,16266,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S116123148,ferreirinho-relógio,Todirostrum cinereum,16266,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S120034387,ferreirinho-relógio,Todirostrum cinereum,16266,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S97762775,bico-chato-de-orelha-preta,Tolmomyias sulphurescens,16312,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,"Registro dos ninhos característicos, e do canto da espécie, de difícil visualização.",Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.,389256851 389256861
S97764560,bico-chato-de-orelha-preta,Tolmomyias sulphurescens,16312,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-24,07:30 AM,Historical,120,1,3.,,3,,Observado ninhos característicos e ouvido o canto da espécie.,"Orientador e duas estagiárias LaBIO registrando ecossistemas e avifauna, Trilha Mater e paralela do JBB.",389297551 389297881
S108539220,bico-chato-de-orelha-preta,Tolmomyias sulphurescens,16312,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108969582,bico-chato-de-orelha-preta,Tolmomyias sulphurescens,16312,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S108851067,bico-chato-amarelo,Tolmomyias flaviventris,16350,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Praça dos Cristais.
S108927198,bico-chato-amarelo,Tolmomyias flaviventris,16350,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-26,,Historical,,0,,,,,,Lista de Mackinnon: autor: Isadora Machado; ambiente: natural; Local: PNB-mata de galeria
S108852027,bico-chato-amarelo,Tolmomyias flaviventris,16350,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S93644812,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-09,06:45 AM,Historical,60,1,1.1,,2
S93645005,risadinha,Camptostoma obsoletum,16389,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S93645586,risadinha,Camptostoma obsoletum,16389,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-21,07:10 AM,Historical,90,1,1.02,,2
S108966972,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S96234906,risadinha,Camptostoma obsoletum,16389,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB
S108535463,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S119526252,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S109131074,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: natural; Local: FAL.
S108864968,risadinha,Camptostoma obsoletum,16389,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Mackinnon
S93645270,suiriri-cinzento,Suiriri suiriri,16405,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-16,07:06 AM,Historical,40,1,1.2,,2
S93646063,suiriri-cinzento,Suiriri suiriri,16405,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108965927,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-28,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: urbano; Local: CO.
S108967784,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108534394,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108782069,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-22,,Historical,,1,,,,,,Lista de Mackinnon
S108782630,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-24,,Historical,,1,,,,,,Lista de Mackinnon
S108783079,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S112999917,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:23 AM,eBird - Traveling Count,8,1,.19,,1,,,Lista de MacKinnon CO (marcar LaBIO)
S115757758,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S112483995,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S223745323,suiriri-cinzento,Suiriri suiriri,16405,1,BR-DF,Brasília,L42261996,Campus UnB Darcy Ribeiro frente ao beijodromo,-15.7627031,-47.8648875,2025-03-25,05:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S108867361,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-02-13,,Historical,,1,,,,,,Débora Tonelli  borda de mata  Mackinnon
S108925755,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-01-07,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; Ambiente: natural; Local: PNB-campo sujo
S108864026,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S108969825,suiriri-cinzento,Suiriri suiriri,16405,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S119526833,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S109129536,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: José Marcos; Ambiente: natural; Local: FAL-capetinga.
S109130256,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto; Ambiente: natural; Local: FAL.
S112292466,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S108864026,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S108864968,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Mackinnon
S108969582,guaracava-de-topete-uniforme,Elaenia cristata,16518,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S108819441,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108928547,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2017-11-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO- cross cerrado
S108930044,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Débora Tonelli; Ambiente: urbano; Local: CO.
S108939896,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108941029,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-16,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Lívia Viera; Ambiente: urbano; Local: CO.
S108965483,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108967784,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108968162,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S93554794,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,,"Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília.",362937031 362937271
S108534394,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108535007,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108535463,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108782069,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-22,,Historical,,1,,,,,,Lista de Mackinnon
S108782630,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-24,,Historical,,1,,,,,,Lista de Mackinnon
S112983867,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,08:21 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S115756966,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757906,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526476,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112483995,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S225652984,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,1,BR-DF,Brasília,L42655859,Cerrado Casa do estudante,-15.7647714,-47.8563324,2025-04-09,07:50 AM,eBird - Stationary Count,30,1,,,2,,,Marília Lima e Roberto Cavalcanti
S109131074,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: natural; Local: FAL.
S116123148,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S116123482,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S108866685,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-02-13,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108868689,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-05-11,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108969825,guaracava-de-barriga-amarela,Elaenia flavogaster,16530,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S108930489,chibum,Elaenia chiriquensis,16540,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S115757474,chibum,Elaenia chiriquensis,16540,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S108868251,chibum,Elaenia chiriquensis,16540,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-08-27,,Historical,,1,,,,,,Roberto C  Mackinnon
S108864026,chibum,Elaenia chiriquensis,16540,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S97750591,Elaenia sp.,Elaenia sp.,16578,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.
S97762775,Elaenia sp.,Elaenia sp.,16578,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108864026,filipe,Myiophobus fasciatus,16692,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S108969157,mouse-gray flycatcher,Myiophobus crypterythrus,16698,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S97760765,príncipe,Pyrocephalus rubinus,16862,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-08-28,08:00 AM,Historical,40,1,1.,,1,,,Estagiária LaBIO registrando aves migratórias (Pyrocephalus rubinus e Xolmis cinereus),389088341 389088451 389088681 389088801 389089031 389090711 389090771
S108849597,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S93661232,príncipe,Pyrocephalus rubinus,16862,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-08-04,07:30 AM,Historical,60,1,,,2,,,Observação de aves migratórias da temporada; Orientador RBC e aluna RCC-UnB,363574031 363574071 363574151 363574271 363574321 363574411
S108930489,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108939059,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: autor: Thaís Damasceno; Ambiente: urbano; Local: CO.
S108939502,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108940301,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S108965169,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; ambiente: urbano; local: CO
