Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S112483638,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S112485654,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S97762775,rolinha-fogo-apagou,Columbina squammata,2240,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108866685,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-02-13,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108866145,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-10,,Historical,,1,,,,,,Roberto C  centro visitantes
S81628216,rolinha-fogo-apagou,Columbina squammata,2240,1,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-12,07:30 AM,eBird - Traveling Count,40,1,.8,,4,,"Ouvido o canto, sem visualização.","Manhã nublada pós chuva. Equipe LaBio se locomovendo nas áreas mais abertas, de construções e estacionamento, interligadas a áreas de cerrado stricto sensu."
S108783794,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2022-04-09,,Historical,,1,,,,,,Lista de Mackinnon
S108970083,rolinha-fogo-apagou,Columbina squammata,2240,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S223746213,rolinha-fogo-apagou,Columbina squammata,2240,1,BR-DF,Brasília,L42262223,UnB CO caiaque,-15.7603449,-47.8595451,2025-04-04,05:00 PM,eBird - Traveling Count,40,1,1.,,2,,,Helena Falkenberg e Roberto Cavalcanti
S223747524,rolinha-fogo-apagou,Columbina squammata,2240,1,BR-DF,Brasília,L42262478,"UnB CO, campo de futebol",-15.7616794,-47.85845,2025-04-04,04:30 PM,eBird - Traveling Count,30,1,.3,,2,,,Helena Falkenberg e Roberto Cavalcanti
S112485654,juriti-pupu,Leptotila verreauxi,2286,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S116123482,juriti-pupu,Leptotila verreauxi,2286,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S108926299,juriti-pupu,Leptotila verreauxi,2286,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108852461,juriti-pupu,Leptotila verreauxi,2286,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S108782278,leptotila sp. (juriti),Leptotila sp.,2331,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-23,,Historical,,1,,,,,,Lista de Mackinnon
S112483638,avoante,Zenaida auriculata,2361,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S93646063,anu-branco,Guira guira,2982,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108819914,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108930489,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108966270,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S97750591,anu-branco,Guira guira,2982,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.,389033601 389033831
S108535007,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108536064,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108783422,anu-branco,Guira guira,2982,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S108928547,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2017-11-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO- cross cerrado
S108931280,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-11-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO.
S108941029,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-16,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Lívia Viera; Ambiente: urbano; Local: CO.
S108966270,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108968561,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S108536064,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S112983702,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:53 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S119526833,anu-preto,Crotophaga ani,2984,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S108851067,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Praça dos Cristais.
S108930885,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-11-05,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108867361,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-02-13,,Historical,,1,,,,,,Débora Tonelli  borda de mata  Mackinnon
S108867831,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-03,,Historical,,1,,,,,,Isadora Turella  borda de mata  Mackinnon
S108927884,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora machado; Ambiente: natural; Local: JBB-cerradão
S108866685,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-02-13,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108539220,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108927198,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-26,,Historical,,0,,,,,,Lista de Mackinnon: autor: Isadora Machado; ambiente: natural; Local: PNB-mata de galeria
S108784057,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2022-04-09,,Historical,,1,,,,,,Lista de Mackinnon
S108852027,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S108850703,alma-de-gato,Piaya cayana,3169,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água.
S97764560,bacurau,Nyctidromus albicollis,3474,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-24,07:30 AM,Historical,120,1,3.,,3,,"Observado ninho no solo com 2 ovos: ave voou para longe diante da aproximação, inadvertida.","Orientador e duas estagiárias LaBIO registrando ecossistemas e avifauna, Trilha Mater e paralela do JBB.",389296161
S108849887,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108820346,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-23,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819914,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108965169,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; ambiente: urbano; local: CO
S108966270,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S97750591,andorinhão-do-buriti,Tachornis squamata,4139,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.
S115757474,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S225648822,andorinhão-do-buriti,Tachornis squamata,4139,1,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2025-04-08,04:30 PM,eBird - Traveling Count,30,1,1.,,4,,,"Marília Lima, Roberto Cavalcanti, Bianca Ferreira e Fernanda Santos"
S108865617,andorinhão-do-buriti,Tachornis squamata,4139,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-01-22,,Historical,,1,,,,,,Roberto C  murundus  Mackinnon
S223747524,andorinhão-do-buriti,Tachornis squamata,4139,1,BR-DF,Brasília,L42262478,"UnB CO, campo de futebol",-15.7616794,-47.85845,2025-04-04,04:30 PM,eBird - Traveling Count,30,1,.3,,2,,,Helena Falkenberg e Roberto Cavalcanti
S223742319,andorinhão-do-buriti,Tachornis squamata,4139,1,BR-DF,Brasília,L42261292,UnB Praça Maior,-15.7619203,-47.8676025,2025-03-25,04:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S108930489,beija-flor-de-orelha-violeta,Colibri serrirostris,4298,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S109128295,beija-flor-de-orelha-violeta,Colibri serrirostris,4298,X,BR-DF,Brasília,L18878609,Estação Ecológica de Águas Emendadas,-15.5492048,-47.5970374,2016-05-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: natural; Local: ESECAE.
S112292304,beija-flor-de-orelha-violeta,Colibri serrirostris,4298,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S108926299,beija-flor-de-orelha-violeta,Colibri serrirostris,4298,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S103719617,beija-flor-tesoura-verde,Thalurania furcata,4932,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-02-25,07:30 AM,Historical,60,1,1.,,4,,,"Manhã ensolarada. Professor Coordenador, Sr. Roberto Cavalcanti, e 3 estagiários do LaBIO. Observar movimentos migratórios de Tyrannidae (Empidonomus varius, p.ex.)"
S108939059,beija-flor-tesoura-verde,Thalurania furcata,4932,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: autor: Thaís Damasceno; Ambiente: urbano; Local: CO.
S108868689,beija-flor-tesoura-verde,Thalurania furcata,4932,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-05-11,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108868251,beija-flor-tesoura-verde,Thalurania furcata,4932,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-08-27,,Historical,,1,,,,,,Roberto C  Mackinnon
S93644812,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-09,06:45 AM,Historical,60,1,1.1,,2
S93645005,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S93645270,beija-flor-tesoura,Eupetomena macroura,4974,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-16,07:06 AM,Historical,40,1,1.2,,2
S93645654,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S93646063,beija-flor-tesoura,Eupetomena macroura,4974,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108850157,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108849327,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais
S108819914,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S97795600,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-10-13,07:30 AM,Historical,60,1,1.,,2,,,"Orientador e estagiária LaBIO, observando movimentação de aves migratórias , filhotes e ninhos locais."
S97812662,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,,Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.
S103719617,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-02-25,07:30 AM,Historical,60,1,1.,,4,,,"Manhã ensolarada. Professor Coordenador, Sr. Roberto Cavalcanti, e 3 estagiários do LaBIO. Observar movimentos migratórios de Tyrannidae (Empidonomus varius, p.ex.)"
S108966270,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108968561,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S93554794,beija-flor-tesoura,Eupetomena macroura,4974,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,,"Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília."
S97750591,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.,389035631 389035681
S96234906,beija-flor-tesoura,Eupetomena macroura,4974,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB
S97801576,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-29,07:30 AM,Historical,120,1,2.,,3,,,"Orientador e 2 estagiárias LaBIO. Observação de aves migratórias , reprodução e ninhos."
S108535007,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108781717,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S112999917,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:23 AM,eBird - Traveling Count,8,1,.19,,1,,,Lista de MacKinnon CO (marcar LaBIO)
S115757289,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757758,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S112483638,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S112483995,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S225652984,beija-flor-tesoura,Eupetomena macroura,4974,1,BR-DF,Brasília,L42655859,Cerrado Casa do estudante,-15.7647714,-47.8563324,2025-04-09,07:50 AM,eBird - Stationary Count,30,1,,,2,,,Marília Lima e Roberto Cavalcanti
S108537654,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-03-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Natural; Local: IBGE.
S108539220,beija-flor-tesoura,Eupetomena macroura,4974,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
